carID,name,model,year,city,km,condition,color,price
2061,نیسان,وانت,1390,اندیمشک,71000,دور رنگ,آبی,190000000
2062,پیکان,استیشن,1383,اصفهان,260000,یک لکه رنگ,سفید,42000000
2063,ساینا,EX,1400,تهران,0,بدون رنگ,سفید,147000000
2064,دنا,پلاس اتوماتیک توربو,1400,شیراز,0,بدون رنگ,سفید,15000000
2065,پراید,131 SE,1393,اصفهان,125000,دو لکه رنگ,سفید,75000000
2066,پیکان,وانت,1385,دزفول,60000,بدون رنگ,سفید,55000000
2067,کیا,سراتو 2000,2010,تهران,185000,بدون رنگ,مشکی,455000000
2068,کوییک,اتوماتیک ساده,1399,پاکدشت,16000,بدون رنگ,سفید,145000000
2069,پراید,صندوق دار ساده,1385,هشتگرد,500000,چند لکه رنگ,مشکی,50000000
2070,پژو,RD دوگانه سوز,1384,اهواز,220000,دور رنگ,یشمی,43000000
2071,پاژن,SUV - دو در,1381,تبریز,200000,بدون رنگ,سفید,125000000
2072,نیسان,پاترول وانت,1372,تهران,863000,دور رنگ,آبی,85000000
2073,جک,S5 اتوماتیک,1400,قزوین,0,بدون رنگ,سفید,680000000
2074,دنا,پلاس اتوماتیک توربو,1400,شیراز,0,بدون رنگ,سفید,15000000
2075,دانگ,فنگ H30 Cross,1397,اهواز,60000,بدون رنگ,سفید,275000000
2076,پژو,Roa G2,1389,تبریز,280000,دو لکه رنگ,نقره ای,78500000
2077,جک,J5 1500,1394,اصفهان,128000,بدون رنگ,سفید,245000000
2078,پراید,صندوق دار ساده,1388,شیراز,100000,بدون رنگ,قرمز,65000000
2079,پراید,111 SE,1398,مرودشت,35000,بدون رنگ,سفید,122000000
2080,سمند,LX EF7 دوگانه سوز,1390,تهران,165000,چند لکه رنگ,سفید,120000000
2081,دنا,پلاس اتوماتیک توربو,1400,تهران,0,بدون رنگ,مشکی,430000000
2082,سمند,LX EF7 دوگانه سوز,1390,تهران,165000,چند لکه رنگ,سفید,120000000
2083,پژو,پارس LX,1397,ياسوج,49000,دو لکه رنگ,سفید,212500000
2084,پراید,131 SE,1398,تهران,53000,بدون رنگ,سفید,115000000
2085,جک,J5 1800,1394,تهران,54000,بدون رنگ,نقره ای,245000000
2086,جک,S5 اتوماتیک,1398,تهران,17000,بدون رنگ,مشکی,593000000
2087,پژو,پارس ساده,1400,اصفهان,0,بدون رنگ,سفید,225000000
2088,پژو,RD دوگانه سوز,1378,اصفهان,325000,چند لکه رنگ,سفید,36500000
2089,پژو,پارس دوگانه سوز,1379,خوی,320000,دور رنگ,بژ,76000000
2090,جک,S5 اتوماتیک,1397,تهران,0,بدون رنگ,سفید,590000000
2091,ام,وی ام X33 دنده ای,1393,شیراز,200000,دو لکه رنگ,سفید,210000000
2092,پژو,405 GLI بنزینی,1386,اصفهان,138000,یک لکه رنگ,نقره ای,83000000
2093,پراید,111 SE,1395,هشتگرد,57000,دو لکه رنگ,سفید,95000000
2094,پیکان,وانت,1383,کرج,90000,چند لکه رنگ,سفید,47000000
2095,پیکان,استیشن,1382,اهر,430000,دور رنگ,سفید,38000000
2096,ام,وی ام 110 4 سیلندر دنده ای,1394,تبریز,70000,بدون رنگ,سفید,90000000
2097,نیسان,260Z,1994,تهران,50000,کامل رنگ,مشکی,1700000000
2098,پراید,111 EX,1377,نجف‌آباد,111000,دور رنگ,سفید صدفی,33000000
2099,پژو,206 SD V8,1399,شهرکرد,4000,بدون رنگ,سفید,257000000
2100,پیکان,وانت,1390,شیراز,280000,بدون رنگ,سفید,83000000
2101,سمند,LX EF7 دوگانه سوز,1397,تهران,79000,بدون رنگ,سفید,205000000
2102,پژو,405 GLX بنزینی,1387,اهواز,150000,یک لکه رنگ,نقره ای,90000000
2103,پراید,111 SE,1398,تهران,25000,بدون رنگ,سفید,120000000
2104,پراید,صندوق دار ساده,1388,اصفهان,225000,دو لکه رنگ,سفید,59000000
2105,ام,وی ام 530,1394,تهران,144000,بدون رنگ,سفید,165000000
2106,پراید,141 دوگانه سوز,1385,تهران,250000,چند لکه رنگ,نقره ای,38000000
2107,پراید,صندوق دار ساده,1388,اهواز,10000,چند لکه رنگ,نوک مدادی,49000000
2108,پراید,131 SE,1398,تهران,26000,بدون رنگ,سفید,110000000
2109,پراید,صندوق دار ساده,1386,شیراز,270000,دو لکه رنگ,مشکی,45500000
2110,پراید,صندوق دار ساده,1388,تبریز,200000,چند لکه رنگ,نوک مدادی,66000000
2111,سمند,EL بنزینی,1383,هشتگرد,300000,دور رنگ,سفید,62000000
2112,پژو,405 GL بنزینی,1382,اهواز,120000,بدون رنگ,صورتی,60000000
2113,سمند,LX ساده,1389,اصفهان,186000,بدون رنگ,نوک مدادی,95000000
2114,سمند,EL دوگانه سوز,1389,شهر ری,320000,یک لکه رنگ,سبز,69000000
2115,پژو,405 GLX بنزینی,1394,تهران,180000,دو لکه رنگ,نوک مدادی,120000000
2116,سمند,LX ساده,1397,تبریز,50000,یک لکه رنگ,سفید,165000000
2117,پژو,206 تیپ 5,1396,تبریز,90000,یک لکه رنگ,سفید,180000000
2118,پژو,405 GLX دوگانه سوز,1400,تبریز,0,بدون رنگ,زرد,150000000
2119,پیکان,صندوق دار,1366,اصفهان,123000,بدون رنگ,بژ,18500000
2120,پراید,111 SE,1392,تهران,180000,بدون رنگ,سفید,80000000
2121,پژو,207 دنده ای پانوراما,1400,اصفهان,0,بدون رنگ,سفید,330000000
2122,پژو,پارس ساده,1392,رباط کریم,170000,یک لکه رنگ,سفید,145000000
2123,پژو,405 SLX بنزینی,1394,اصفهان,120000,بدون رنگ,سفید,150000000
2124,پژو,206 تیپ 1,1380,کرج,320000,دو لکه رنگ,مشکی,68000000
2125,پژو,405 GLI بنزینی,1384,کرج,377000,چند لکه رنگ,نوک مدادی,62000000
2126,تیبا,۲‌ (هاچ بک) EX,1396,کرج,74000,یک لکه رنگ,سفید,113000000
2127,پیکان,وانت,1387,ورامین,142000,یک لکه رنگ,سفید,68000000
2128,سمند,LX ساده,1386,تهران,254000,دور رنگ,سفید صدفی,67000000
2129,پراید,131 EX,1386,کرج,290000,یک لکه رنگ,سفید,50000000
2130,پراید,131 ساده,1387,اهواز,360000,دور رنگ,سفید,46000000
2131,پژو,2008 وارداتی,2019,تهران,16000,بدون رنگ,سفید,810000000
2132,پیکان,صندوق دار,1380,شیراز,200000,یک لکه رنگ,سفید,41000000
2133,ام,جی 350,2013,تهران,136000,بدون رنگ,مشکی,2950000000
2134,پیکان,وانت,1387,شهریار,360000,دور رنگ,سفید,71000000
2135,پیکان,وانت,1390,شهریار,150000,یک لکه رنگ,سفید,82000000
2136,لیفان,520,1388,تهران,195000,چند لکه رنگ,سفید,75000000
2137,پراید,صندوق دار ساده,1382,تهران,460000,چند لکه رنگ,مشکی,45000000
2138,ام,وی ام 315 اسپرت اکسلنت,1398,دزفول,34000,بدون رنگ,سفید,215000000
2139,پراید,صندوق دار ساده,1382,کرج,350000,چند لکه رنگ,مشکی,34500000
2140,کوییک,دنده ای R,1399,تهران,6000,بدون رنگ,سفید,155000000
2141,پژو,پارس ساده,1398,اسلامشهر,41000,بدون رنگ,سفید,215000000
2142,دنا,ساده,1399,اسلامشهر,12000,بدون رنگ,سفید,270000000
2143,پژو,207 اتوماتیک پانوراما,1400,رباط کریم,0,بدون رنگ,سفید,405000000
2144,پراید,131 SL,1396,شیراز,111000,یک لکه رنگ,سفید,95500000
2145,دنا,پلاس اتوماتیک توربو,1400,اهواز,0,بدون رنگ,سفید,10000000
2146,تیبا,۱ (صندوق دار) SX,1395,رباط کریم,183000,یک لکه رنگ,سفید,95000000
2147,سمند,SE,1393,تهران,237000,بدون رنگ,سفید,123000000
2148,پژو,206 تیپ 2,1394,تهران,59000,بدون رنگ,نوک مدادی,150000000
2149,پژو,405 SLX بنزینی,1397,آبادان,65000,بدون رنگ,سفید,180000000
2150,پراید,صندوق دار ساده,1389,اصفهان,205000,چند لکه رنگ,سفید,67000000
2151,دنا,پلاس اتوماتیک توربو,1400,تهران,0,بدون رنگ,مشکی,10000000
2152,پژو,207 اتوماتیک,1390,تهران,162000,چند لکه رنگ,نقره ای,181000000
2153,هایما,S5,1397,تهران,31000,بدون رنگ,سفید,518000000
2154,پژو,207 دنده ای,1399,تهران,0,بدون رنگ,سفید,290000000
2155,پژو,206 تیپ 5,1383,تبریز,480000,دور رنگ,نقره ای,83000000
2156,پژو,Roa ساده,1385,تهران,270000,چند لکه رنگ,نوک مدادی,50000000
2157,پراید,وانت 151 SE,1398,کرج,89000,بدون رنگ,سفید,120000000
2158,جیپ,صحرا,1375,اصفهان,47000,دو لکه رنگ,مشکی,98000000
2159,سمند,LX EF7 دوگانه سوز,1387,تهران,838000,بدون رنگ,زرد,69000000
2160,پراید,131 SE,1396,دزفول,120000,بدون رنگ,سفید,105000000
2161,پژو,405 GLX دوگانه سوز,1389,کرج,260000,دو لکه رنگ,نقره ای,100000000
2162,پژو,405 GLX بنزینی,1375,تهران,170000,دو لکه رنگ,طوسی,450000000
2163,دنا,ساده,1398,شهر ری,17000,بدون رنگ,سفید,255000000
2164,پژو,405 GLX بنزینی,1388,تهران,150000,بدون رنگ,نقره ای,80000000
2165,برلیانس,H330 1.5 اتوماتیک,1395,تهران,85000,یک لکه رنگ,سفید,245000000
2166,شاهین,G,1400,تهران,0,بدون رنگ,سفید,360000000
2167,کوییک,دنده ای R,1400,شیراز,0,بدون رنگ,سفید,159000000
2168,پژو,207 دنده ای,1400,تبریز,0,بدون رنگ,مشکی,306000000
2169,پژو,405 GLX دوگانه سوز,1390,تهران,270000,یک لکه رنگ,مشکی,90000000
2170,پراید,132 ساده,1389,تهران,226000,دور رنگ,نوک مدادی,52000000
2171,ام,وی ام 315 اسپرت لاکچری,1396,تهران,63000,بدون رنگ,سفید,1850000000
2172,رنو,تندر 90 E2,1396,کرج,88000,بدون رنگ,سفید,230000000
2173,سمند,SE,1383,کرج,0,دور رنگ,نقره ای,62000000
2174,پراید,صندوق دار ساده,1385,کرج,348000,دور رنگ,نوک مدادی,38000000
2175,تیبا,۱ (صندوق دار) EX,1393,تهران,125000,صافکاری بدون رنگ,سفید,93000000
2176,رنو,تندر 90 E2,1396,اصفهان,83000,بدون رنگ,سفید,264000000
2177,پراید,وانت 151 SE,1398,اهواز,8000,بدون رنگ,سفید,125000000
2178,پژو,405 GL بنزینی,1396,اسلامشهر,91000,دو لکه رنگ,نقره ای,130000000
2179,رانا,پلاس,1400,شیراز,0,بدون رنگ,سفید,227000000
2180,پراید,131 EX,1390,اصفهان,250000,چند لکه رنگ,سفید,53000000
2181,سمند,سورن ELX,1394,دوگنبدان,95000,یک لکه رنگ,سفید,149000000
2182,هیوندای,سوناتا,2013,کرج,160000,چند لکه رنگ,سفید,710000000
2183,ام,وی ام X33 اسپرت,1396,تهران,63000,بدون رنگ,آلبالویی,340000000
2184,ام,وی ام 315 اسپرت اکسلنت,1398,کرج,24000,بدون رنگ,آبی,227000000
2185,ام,وی ام 315 اسپرت اکسلنت,1398,کرج,24000,بدون رنگ,آبی,227000000
2186,لیفان,X50 اتوماتیک,1395,نوشهر,100000,بدون رنگ,سفید,220000000
2187,دنا,ساده,1400,شیراز,0,بدون رنگ,سفید,299000000
2188,پراید,صندوق دار ساده,1388,تهران,270000,چند لکه رنگ,نقره ای,58000000
2189,پراید,صندوق دار ساده,1389,کرج,98000,چند لکه رنگ,سفید,56000000
2190,پژو,206 SD V20,1388,کرج,160000,دو لکه رنگ,نوک مدادی,117000000
2191,تیبا,۲‌ (هاچ بک) EX,1397,پردیس,144000,دو لکه رنگ,سفید,112000000
2192,پژو,207 دنده ای پانوراما,1400,شیراز,0,بدون رنگ,سفید,321000000
2193,پژو,405 GLX بنزینی,1390,شیراز,300000,کامل رنگ,نقره ای,73000000
2194,پراید,131 TL,1392,تهران,185000,دو لکه رنگ,سفید,66000000
2195,پژو,207 اتوماتیک پانوراما,1400,اصفهان,0,بدون رنگ,سفید,380000000
2196,سمند,سورن ELX,1398,شهریار,59000,بدون رنگ,سفید,218000000
2197,پراید,131 SE,1397,اسلامشهر,70000,یک لکه رنگ,سفید,101000000
2198,جیپ,صحرا,1371,خلخال,166000,دور رنگ,سفید,65000000
2199,پژو,206 تیپ 2,1398,اصفهان,11000,بدون رنگ,سفید,195000000
2200,سمند,X7,1382,شهریار,300000,دور رنگ,بژ,56000000
2201,پیکان,وانت,1384,شیراز,200000,دور رنگ,سفید,65000000
2202,پیکان,صندوق دار,1381,تهران,280000,بدون رنگ,سفید,37500000
2203,برلیانس,H330 1.5 اتوماتیک,1396,شیراز,90000,بدون رنگ,مشکی,265000000
2204,مزدا,وانت,1386,تهران,200000,دور رنگ,قرمز,121000000
2205,پراید,111 EX,1398,شهریار,30000,بدون رنگ,سفید,117500000
2206,نیسان,وانت,1384,رباط کریم,600000,دور رنگ,سفید,133000000
2207,پژو,207 اتوماتیک پانوراما,1400,تبریز,0,بدون رنگ,سفید,193000000
2208,رانا,LX,1395,کرج,200000,چند لکه رنگ,برنز,140000000
2209,پژو,207 دنده ای,1400,هشتگرد,0,بدون رنگ,سفید,297000000
2210,پیکان,صندوق دار,1381,کرج,999000,چند لکه رنگ,سفید,29000000
2211,پژو,405 SLX بنزینی,1389,اهواز,300000,چند لکه رنگ,نقره ای,85000000
2212,پراید,141 دوگانه سوز,1384,اصفهان,200000,بدون رنگ,نقره ای,55000000
2213,پژو,207 اتوماتیک,1397,شهریار,40000,بدون رنگ,سفید,320000000
2214,رنو,تندر 90 پلاس اتوماتیک,1397,اصفهان,94000,بدون رنگ,سفید,370000000
2215,سمند,X7,1399,تهران,0,بدون رنگ,زرد,200000000
2216,پژو,پارس ساده,1391,شیراز,118000,بدون رنگ,نوک مدادی,138000000
2217,پراید,131 EX,1397,کرج,46000,بدون رنگ,سفید,980000000
2218,پراید,111 SE,1391,تهران,130000,یک لکه رنگ,نوک مدادی,70000000
2219,هیوندای,سوناتا,2006,تهران,240000,یک لکه رنگ,نقرآبی,300000000
2220,فوتون,تونلند 2.4,1399,جهرم,0,بدون رنگ,سفید,790000000
2221,پژو,پارس اتوماتیک,1390,مشهد,230000,چند لکه رنگ,سفید,150000000
2222,هیوندای,سوناتا,2006,تهران,240000,یک لکه رنگ,نقرآبی,300000000
2223,مزدا,وانت,1388,خوی,190000,بدون رنگ,آبی,155000000
2224,پژو,206 تیپ 2,1383,شیراز,200000,دور رنگ,نقره ای,60000000
2225,بنز,E240 اتوماتیک,2005,تهران,260000,بدون رنگ,سفید,880000000
2226,پژو,206 SD V20,1395,تهران,59000,بدون رنگ,سفید,215000000
2227,جیلی,امگرند X7,2014,تبریز,145000,دو لکه رنگ,مشکی,355000000
2228,پیکان,وانت,1393,تهران,90000,چند لکه رنگ,سفید,107000000
2229,پژو,206 تیپ 2,1389,تبریز,167000,چند لکه رنگ,سفید,150000000
2230,رانا,پلاس,1400,اصفهان,0,بدون رنگ,سفید,232000000
2231,پژو,پارس ساده,1400,اهواز,0,بدون رنگ,سفید,244500000
2232,پراید,111 SE,1398,کرج,40000,بدون رنگ,سفید,120000000
2233,پراید,141 ساده,1385,کرج,270000,بدون رنگ,مشکی,56500000
2234,نیسان,پاترول دو در,1366,شیراز,400000,کامل رنگ,مشکی,165000000
2235,پژو,206 SD V8,1393,تهران,155000,چند لکه رنگ,سفید,1465000
2236,پژو,207 صندوق دار,1397,تهران,44000,بدون رنگ,سفید,315000000
2237,پژو,206 تیپ 2,1398,تهران,24000,بدون رنگ,قرمز,188000000
2238,سمند,LX EF7 دوگانه سوز,1397,تهران,55000,صافکاری بدون رنگ,سفید,205000000
2239,دنا,ساده,1396,تهران,650000,بدون رنگ,طوسی,236000000
2240,پژو,206 تیپ 2,1398,تهران,4000,بدون رنگ,سفید,205
2241,کیا,سراتو 1600,2012,تهران,130000,دو لکه رنگ,سفید صدفی,435000000
2242,پژو,پارس ساده,1398,تهران,24000,بدون رنگ,سفید,215000000
2243,نیسان,پاترول دو در,1367,اسلامشهر,777000,کامل رنگ,آبی,160000000
2244,جک,J3,1392,کرج,130000,صافکاری بدون رنگ,مشکی,160000000
2245,هیوندای,جنسیس,2011,تهران,130000,بدون رنگ,سفید,1150000000
2246,پژو,405 GLX دوگانه سوز,1380,کرج,27000,بدون رنگ,یشمی,43000000
2247,تیبا,۲‌ (هاچ بک) EX,1394,تهران,33000,صافکاری بدون رنگ,نوک مدادی,105000000
2248,رنو,P.K,1385,شیراز,200000,چند لکه رنگ,نقره ای,33000000
2249,پراید,صندوق دار ساده,1388,اندیمشک,110000,دور رنگ,نقره ای,43000000
2250,ام,وی ام 110 3 سیلندر,1385,شیراز,271000,بدون رنگ,بژ,50000000
2251,پراید,131 SE,1393,اهواز,100000,صافکاری بدون رنگ,سفید,75000000
2252,هیوندای,سانتافه (ix45),2017,تهران,45000,بدون رنگ,مشکی,1790000000
2253,سوزوکی,ویتارا 2400 مونتاژ,1396,تهران,78000,صافکاری بدون رنگ,سفید,740000000
2254,چری,آریزو 5 اتوماتیک اکسلنت,1395,اصفهان,88000,دو لکه رنگ,سفید,325000000
2255,مزدا,3 تیپ 1,1390,کرج,137000,بدون رنگ,مشکی,510000000
2256,پیکان,وانت,1389,تهران,108000,بدون رنگ,سفید,90000000
2257,پیکان,وانت,1389,مشهد,67000,بدون رنگ,سفید,93000000
2258,دنا,ساده,1399,شیراز,12000,بدون رنگ,سفید,268500000
2259,پراید,131 SX,1395,تهران,230000,یک لکه رنگ,سفید,92000000
2260,سمند,LX ساده,1393,دزفول,165000,بدون رنگ,سفید,125000000
2261,تیبا,۲‌ (هاچ بک) SX,1396,تهران,82000,یک لکه رنگ,اطلسی,111000000
2262,کیا,ریو,1386,تهران,300000,چند لکه رنگ,طوسی,90000000
2263,نیسان,پاترول دو در,1371,کرج,300000,دور رنگ,سفید,148000000
2264,کیا,سراتو مونتاژ 2000 آپشنال,1397,تهران,41000,بدون رنگ,سفید,630000000
2265,تیبا,۱ (صندوق دار) SX,1397,تهران,28000,بدون رنگ,سفید,114000000
2266,چری,تیگو 7 IE,1400,تهران,12000,بدون رنگ,سفید,810000000
2267,کوییک,دنده ای R,1399,تهران,0,بدون رنگ,مشکی,154000000
2268,سمند,LX ساده,1395,شهریار,73000,بدون رنگ,سفید,155000000
2269,پژو,پارس ساده,1399,شهریار,0,بدون رنگ,سفید,230000000
2270,سمند,LX ساده,1396,دزفول,60000,بدون رنگ,سفید,170000000
2271,تیبا,۱ (صندوق دار) SX,1392,تهران,76000,بدون رنگ,نقره ای,87000000
2272,پراید,111 SE,1398,اهواز,190000,بدون رنگ,سفید,121000000
2273,آریسان,وانت بنزینی,1392,اصفهان,100000,صافکاری بدون رنگ,سفید,115000000
2274,پژو,405 GLX بنزینی,1385,تهران,190000,چند لکه رنگ,نقره ای,78000000
2275,هیوندای,سانتافه (ix45),2016,تهران,75000,بدون رنگ,سفید,1430000000
2276,پیکان,وانت,1390,کرج,300000,دو لکه رنگ,سفید,80000000
2277,پراید,صندوق دار ساده,1384,تهران,2000,دور رنگ,یشمی,47000000
2278,پراید,131 SX,1395,اهواز,180000,بدون رنگ,سفید,88000000
2279,تویوتا,کمری GL,2008,تهران,195000,چند لکه رنگ,سفید,530000000
2280,پراید,صندوق دار ساده,1382,تهران,440000,دو لکه رنگ,یشمی,35000000
2281,پیکان,وانت,1388,تهران,240000,صافکاری بدون رنگ,سفید,70000
2282,سمند,سورن ساده,1389,پردیس,318000,دو لکه رنگ,سفید,103000000
2283,پیکان,وانت,1390,رباط کریم,280000,چند لکه رنگ,سفید,75000000
2284,پژو,405 SLX,1393,خمینی‌شهر,140000,دو لکه رنگ,سفید,145000000
2285,پراید,صندوق دار ساده,1388,اسلامشهر,240000,بدون رنگ,سفید,7000000
2286,پژو,پارس ساده,1392,تبریز,200000,چند لکه رنگ,سفید صدفی,140000000
2287,چری,آریزو 5 اتوماتیک اکسلنت,1396,اصفهان,70000,بدون رنگ,مشکی,370000000
2288,سمند,سورن ELX,1400,اصفهان,0,بدون رنگ,سفید,7000000
2289,پژو,پارس ساده,1384,خرمشهر,281000,یک لکه رنگ,نقره ای,90000000
2290,پیکان,وانت,1387,تهران,340000,دو لکه رنگ,سفید,65000000
2291,هیوندای,سوناتا,2009,کرج,166000,چند لکه رنگ,مشکی,499000000
2292,دنا,ساده,1397,شیراز,132000,یک لکه رنگ,سفید,235000000
2293,پراید,111 SX,1391,کرج,222000,دو لکه رنگ,طوسی,68000000
2294,پژو,206 تیپ 3,1382,شیراز,300000,دور رنگ,بژ,75000000
2295,پژو,405 SLX,1389,تهران,63000,بدون رنگ,مشکی,111000000
2296,پراید,111 SE,1396,تهران,85000,بدون رنگ,سفید,106
2297,پراید,111 SE,1396,تهران,102000,یک لکه رنگ,سفید,95200000
2298,پژو,207 اتوماتیک,1397,تبریز,180000,بدون رنگ,نوک مدادی,320000000
2299,پژو,Roa ساده,1397,تهران,199000,دور رنگ,نوک مدادی,48000000
2300,پژو,405 GLX بنزینی,1395,نجف‌آباد,78000,بدون رنگ,نقره ای,156
2301,پراید,111 SE,1395,تهران,67000,صافکاری بدون رنگ,سفید,100000000
2302,پژو,RD,1383,مراغه,300000,دور رنگ,یشمی,38000000
2303,پراید,صندوق دار ساده,1385,اصفهان,200000,چند لکه رنگ,سفید,53000000
2304,سیتروئن,زانتیا 1800,1382,اهواز,400000,کامل رنگ,نقره ای,88000000
2305,رنو,تندر 90 پلاس اتوماتیک,1397,تهران,34000,بدون رنگ,سفید,365000000
2306,رانا,LX,1392,تهران,202000,چند لکه رنگ,مشکی,118000000
2307,پژو,405 GLX دوگانه سوز,1381,تبریز,300000,چند لکه رنگ,یشمی,42000000
2308,پژو,206 SD V8,1400,شیراز,0,بدون رنگ,سفید,268000000
2309,ام,وی ام 315 اسپرت اکسلنت,1397,ماهشهر,32000,بدون رنگ,سفید,225000000
2310,نیسان,وانت,1398,جهرم,0,بدون رنگ,آبی,250000000
2311,پراید,132 SE,1396,خرمشهر,99000,بدون رنگ,سفید,98000000
2312,پروتون,جن تو وارداتی,2007,تهران,135000,کامل رنگ,سفید,133000000
2313,سمند,LX EF7 دوگانه سوز,1396,پاکدشت,80000,بدون رنگ,سفید,188000000
2314,پراید,132 SE,1395,تهران,170000,دور رنگ,سفید,70000000
2315,پژو,RD,1384,تبریز,286000,یک لکه رنگ,یشمی,39000000
2316,کوییک,دنده ای R,1400,شیراز,0,بدون رنگ,سفید,158000000
2317,پژو,207 دنده ای,1400,بابل,0,بدون رنگ,سفید,302000000
2318,کوییک,دنده ای R,1400,اهواز,0,بدون رنگ,سفید,157000000
2319,پژو,405 GLX دوگانه سوز,1392,اهواز,422000,چند لکه رنگ,نقره ای,95000000
2320,پژو,405 GLX بنزینی,1387,تهران,182000,چند لکه رنگ,نوک مدادی,68000000
2321,پژو,206 تیپ 2,1400,ماهشهر,0,بدون رنگ,سفید,226000000
2322,پیکان,وانت,1386,اصفهان,44000,بدون رنگ,سفید,68000000
2323,تیبا,۱ (صندوق دار) SX,1395,تهران,142000,بدون رنگ,مشکی,110000000
2324,شاهین,G,1400,مشهد,0,بدون رنگ,سفید,360000000
2325,مزدا,3 تیپ 3,1388,تبریز,196000,یک لکه رنگ,بادمجانی,390000000
2326,پژو,207 دنده ای,1400,تهران,0,بدون رنگ,سفید,304000000
2327,ام,وی ام 315 اسپرت لاکچری,1396,مشهد,90000,بدون رنگ,سفید,195000000
2328,مزدا,وانت,1399,تهران,0,بدون رنگ,نقرآبی,239000000
2329,پژو,206 تیپ 5,1390,تهران,270000,بدون رنگ,سفید,148000000
2330,پیکان,صندوق دار,1383,پاکدشت,150000,چند لکه رنگ,سفید,30000000
2331,گریت,وال ولکس C30 دنده ای,1392,تهران,160000,یک لکه رنگ,قهوه ای,175000000
2332,پژو,405 GLX دوگانه سوز,1389,تهران,400000,بدون رنگ,نقره ای,94000000
2333,نیسان,ماکسیما مونتاژ,1391,تهران,150000,بدون رنگ,سفید,750000000
2334,پیکان,وانت,1392,شهریار,250000,چند لکه رنگ,سفید,95000000
2335,پراید,131 SX,1390,شیراز,350000,دو لکه رنگ,سفید,60000000
2336,پراید,111 SE,1396,تهران,73000,بدون رنگ,سفید,106000000
2337,ام,وی ام 315 ساده,1394,قزوین,137000,دو لکه رنگ,آبی کاربنی,140000000
2338,پراید,صندوق دار ساده,1383,تهران,300000,بدون رنگ,مشکی,40000000
2339,پژو,206 تیپ 2,1383,اصفهان,440000,بدون رنگ,نقره ای,74000000
2340,پراید,131 SX,1392,تهران,135000,دو لکه رنگ,سفید,75000000
2341,پراید,131 EX,1394,تهران,54000,بدون رنگ,سفید,89000000
2342,سمند,X7,1384,تهران,460000,دور رنگ,نوک مدادی,67000000
2343,پژو,206 تیپ 2,1398,آمل,44000,بدون رنگ,سفید,185000000
2344,پیکان,وانت,1390,رودهن,135000,یک لکه رنگ,سفید,80000000
2345,سمند,سورن ELX,1400,شهرکرد,0,بدون رنگ,سفید,35
2346,سمند,سورن ELX,1400,شهرکرد,0,بدون رنگ,سفید,30
2347,سمند,سورن ELX,1400,شهرکرد,0,بدون رنگ,سفید,30000000
2348,سمند,LX ساده,1398,قم,45000,بدون رنگ,سفید,175000000
2349,هایما,S7 1.8 لیتر توربو,1397,تهران,90000,صافکاری بدون رنگ,مشکی,550000000
2350,پراید,131 ساده,1386,کرج,275000,چند لکه رنگ,نقره ای,53000000
2351,پراید,هاچ بک ساده,1387,کرج,198000,چند لکه رنگ,مشکی,58000000
2352,پژو,405 GLI,1391,تهران,175000,دور رنگ,نوک مدادی,98000000
2353,پژو,207 اتوماتیک,1397,تهران,94000,بدون رنگ,سفید,318000000
2354,پژو,206 SD V8,1396,تهران,47000,بدون رنگ,سفید,208000000
2355,پراید,132 SE,1398,کرج,35000,بدون رنگ,سفید,116000000
2356,سمند,LX ساده,1386,تهران,170000,یک لکه رنگ,نقره ای,84000000
2357,میتسوبیشی,گالانت,1992,شهریار,285000,کامل رنگ,بژ,120000000
2358,پیکان,وانت,1391,تهران,236000,یک لکه رنگ,سفید,105000000
2359,پژو,206 تیپ 5,1397,تهران,72000,دو لکه رنگ,سرمه ای,185000000
2360,پیکان,وانت,1388,ورامین,210000,دور رنگ,سفید,67000000
2361,پراید,111 SE,1396,تهران,0,یک لکه رنگ,سفید,105000000
2362,پراید,131 SX,1391,شیراز,175000,دور رنگ,سرمه ای,62000000
2363,پژو,206 تیپ 2,1399,تهران,20000,بدون رنگ,نوک مدادی,200000000
2364,رانا,LX,1398,هشتگرد,7000,بدون رنگ,نقره ای,190000000
2365,پژو,207 اتوماتیک,1390,تهران,199000,دور رنگ,نوک مدادی,165000000
2366,پژو,207 اتوماتیک,1390,تهران,199000,کامل رنگ,نوک مدادی,165000000
2367,نیسان,وانت,1390,کرمانشاه,290000,دو لکه رنگ,آبی,180000000
2368,رانا,LX,1398,هشتگرد,7000,بدون رنگ,نقره ای,190000000
2369,پیکان,صندوق دار,1375,اصفهان,250000,صافکاری بدون رنگ,سفید,28000000
2370,رنو,P.K,1384,تهران,200000,چند لکه رنگ,نقره ای,50000000
2371,پژو,پارس LX,1400,مشهد,0,بدون رنگ,آبی کاربنی,273000000
2372,پراید,131 SE,1397,تهران,36000,بدون رنگ,سفید صدفی,99000000
2373,بسترن,B30,1399,تهران,23000,بدون رنگ,نقره ای,415700000
2374,پژو,405 GLX دوگانه سوز,1384,شهریار,200000,چند لکه رنگ,مشکی,62000000
2375,دانگ,فنگ H30 Cross,1397,تهران,49000,بدون رنگ,سفید,285000000
2376,پژو,پارس ELX,1397,جهرم,65000,بدون رنگ,سفید,230000000
2377,نیسان,پیکاپ,1383,اصفهان,220000,دو لکه رنگ,سفید,320000000
2378,پژو,206 تیپ 6,1387,تهران,260000,دور رنگ,طوسی,120000000
